1.911769e+03	-1.791043e+03
2.678919e+06	-8.171223e+05
2.197529e+02	-4.366548e+02
1.506541e+07	-1.897347e+06
5.207902e+02	-1.544023e+03
1.781996e+02	-4.596406e+02
1.158616e+02	-3.030871e+02
3.711768e+02	-1.310621e+04
1.305818e+06	-1.121939e+05
4.952798e+07	-7.530092e+06
1.239502e+03	-1.065441e+03
9.735039e+03	-1.464106e+05
2.396031e+02	-3.821642e+02
7.478689e+05	-1.009299e+05
2.408134e+02	-5.680465e+02
3.807260e+02	-7.667205e+02
5.149756e+02	-5.205563e+02
3.007046e+02	-7.987245e+02
8.504532e+08	-7.710118e+07
4.433753e+08	-4.510083e+07
7.412054e+07	-2.532163e+07
1.223960e+09	-1.805607e+08
1.103470e+06	-5.183777e+05
2.813842e+05	-2.181562e+05
4.526249e+06	-5.229573e+06
3.132516e+04	-2.262650e+05
2.188815e+07	-2.051535e+06
9.215645e+05	-2.388865e+05
2.018101e+03	-1.187821e+03
8.781828e+05	-8.390618e+05
2.115769e+05	-5.309724e+04
4.442099e+04	-8.864817e+04
1.360761e+03	-6.461321e+02
1.218428e+08	-1.434668e+07
6.729242e+04	-4.310212e+05
1.675253e+02	-5.028691e+02
1.085616e+05	-1.210404e+05
9.383385e+05	-1.750908e+05
5.107845e+06	-7.744162e+05
1.065437e+03	-2.172930e+04
4.345295e+02	-5.963043e+02
5.338233e+02	-6.232902e+02
3.323553e+02	-3.531911e+02
4.496051e+03	-3.016881e+04
1.294205e+05	-1.251517e+06
4.298414e+03	-6.777910e+04
8.334569e+01	-9.147737e+02
1.570245e+06	-3.377541e+05
9.457326e+05	-3.023942e+05
2.195932e+05	-1.205211e+05
5.671766e+05	-5.462354e+05
7.135882e+04	-3.182919e+04
2.176702e+05	-6.785815e+04
4.582840e+02	-2.388437e+02
3.402823e+38	3.402823e+38
1.640179e+03	-8.556560e+03
9.591971e+04	-3.128840e+04
2.152662e+07	-2.954131e+07
1.552196e+02	-5.131313e+02
3.451052e+02	-9.499409e+02
2.018567e+03	-1.336238e+03
1.072449e+07	-1.201603e+06
2.268798e+02	-5.806162e+02
1.685169e+06	-8.146152e+05
8.617541e+05	-1.453135e+06
8.597245e+06	-8.441845e+05
9.114278e+05	-1.158757e+05
3.620355e+05	-1.006431e+06
5.347611e+04	-6.258314e+05
3.672737e+02	-6.260762e+04
2.424875e+06	-5.566541e+05
1.641042e+05	-4.662396e+04
1.059016e+07	-3.619522e+06
3.123514e+04	-4.634857e+05
4.433363e+05	-2.687561e+05
5.611604e+06	-2.035753e+06
1.491919e+07	-5.007398e+06
2.293017e+05	-7.203324e+04
3.638844e+02	-8.187103e+02
2.233733e+05	-5.443036e+04
1.180756e+06	-8.356788e+05
9.699780e+03	-1.760234e+04
6.188138e+06	-1.702559e+06
8.185205e+02	-2.367970e+03
2.037541e+03	-1.407231e+03
5.372978e+02	-1.340047e+03
2.796761e+09	-2.618964e+09
1.068672e+04	-1.318577e+04
5.180945e+03	-7.012788e+04
3.468950e+02	-8.082015e+02
1.377423e+02	-3.419699e+02
7.850968e+03	-1.341855e+03
3.242289e+03	-2.687802e+03
7.805782e+02	-9.078942e+02
1.576405e+02	-2.699223e+02
6.465362e+03	-8.003368e+03
2.076116e+05	-2.660307e+04
2.374659e+04	-8.191743e+04
1.660095e+03	-1.414295e+03
9.545666e+06	-9.374560e+06
1.758849e+05	-1.206810e+05
2.017876e+06	-3.617170e+05
2.619241e+04	-1.481145e+04
7.721138e+06	-8.615390e+05
1.355350e+02	-2.782040e+02
4.143064e+06	-2.077731e+06
4.530434e+03	-1.217865e+03
2.988210e+03	-9.003199e+02
4.516916e+06	-5.653663e+06
2.310466e+02	-3.938188e+02
9.358696e+07	-3.516883e+07
3.146062e+05	-1.559328e+05
4.206745e+06	-2.294102e+06
1.013367e+06	-9.974595e+05
1.903127e+02	-1.095555e+03
4.857404e+05	-1.896545e+05
4.144656e+04	-5.832046e+04
2.653040e+02	-9.014991e+02
4.991794e+01	-3.677258e+03
6.984576e+06	-9.886326e+05
9.882963e+01	-2.891236e+02
2.763097e+07	-8.016354e+06
1.399479e+04	-1.949333e+04
4.155115e+02	-4.790423e+02
4.614515e+04	-6.310619e+04
2.267742e+04	-6.745700e+04
2.714714e+05	-8.193752e+04
1.808914e+03	-5.986012e+02
1.862271e+04	-9.184412e+03
3.056273e+07	-5.198640e+06
7.464073e+04	-1.092184e+04
7.717176e+02	-5.029757e+02
1.174491e+03	-4.026048e+02
1.164774e+06	-1.048501e+06
7.386734e+02	-8.207479e+02
1.643378e+06	-1.292537e+05
4.078932e+03	-1.389375e+04
6.084621e+03	-8.081412e+04
8.341842e+02	-1.862892e+04
2.542615e+02	-1.405662e+03
5.291895e+02	-4.088924e+02
3.402823e+38	3.402823e+38
2.379902e+02	-2.926522e+02
1.282783e+03	-1.127825e+03
8.525213e+04	-3.759150e+04
1.239355e+08	-1.122967e+08
2.686812e+06	-6.027206e+05
5.538726e+02	-1.020216e+03
1.066522e+03	-7.186009e+02
8.757561e+02	-3.945887e+04
2.996416e+02	-4.941822e+03
5.379622e+03	-1.057958e+04
1.400464e+05	-5.168813e+04
7.192032e+05	-1.636423e+06
1.630465e+03	-6.921308e+02
6.590398e+05	-4.559396e+05
6.137948e+06	-1.523554e+06
6.373220e+06	-4.377968e+06
4.088537e+04	-4.863557e+04
1.855113e+06	-2.817541e+05
1.869196e+07	-3.809231e+06
1.586096e+01	-1.850275e+04
3.082861e+03	-8.048688e+02
4.125556e+05	-1.364638e+05
1.427603e+06	-1.486420e+05
1.389785e+02	-5.283744e+02
2.320002e+09	-1.100140e+09
2.837548e+04	-1.284122e+04
2.807787e+03	-5.834467e+04
4.535280e+03	-1.533879e+03
1.921423e+03	-6.298558e+02
1.332815e+04	-6.836327e+04
1.974548e+03	-1.105819e+04
1.505409e+02	-1.009681e+03
4.989891e+05	-1.460704e+05
2.750967e+03	-4.104624e+04
9.715112e+02	-2.063508e+03
4.144237e+02	-1.652010e+03
3.031032e+06	-4.517057e+05
1.105402e+05	-4.731762e+04
6.191688e+06	-3.977269e+06
5.756155e+03	-2.449917e+03
1.957977e+05	-4.418227e+04
7.466193e+06	-1.552099e+06
1.586836e+03	-5.016272e+03
2.312704e+06	-4.439227e+05
4.039214e+04	-2.596264e+05
2.580465e+02	-6.252465e+02
4.999097e+05	-5.106610e+04
5.485589e+04	-2.108829e+04
4.005323e+03	-8.747798e+02
6.254078e+06	-3.882284e+06
1.381012e+06	-1.168331e+06
6.380184e+06	-1.093211e+06
7.719430e+08	-7.118601e+07
1.337756e+03	-1.076547e+03
2.715053e+02	-7.068359e+02
3.942218e+03	-1.366725e+03
1.481351e+04	-3.723737e+04
3.110574e+07	-9.829912e+06
2.231126e+02	-7.067590e+02
3.157805e+03	-4.386809e+04
2.442176e+06	-7.045502e+06
2.270895e+06	-6.369481e+05
3.266954e+02	-6.180408e+02
4.711534e+05	-5.418499e+04
2.144408e+03	-1.636429e+04
3.402823e+38	3.402823e+38
2.992937e+06	-6.642270e+05
1.086292e+07	-1.066495e+06
3.817142e+06	-5.670308e+06
1.096107e+02	-4.905867e+02
9.746782e+05	-1.257134e+05
6.200261e+05	-7.339370e+05
3.630262e+04	-3.739819e+04
1.046364e+03	-8.346128e+02
2.742962e+03	-9.669954e+02
2.173252e+08	-4.451031e+07
4.848563e+02	-3.087218e+02
3.661127e+03	-8.731596e+02
5.044869e+06	-1.575373e+06
9.198877e+05	-2.308802e+06
2.754568e+02	-6.513770e+02
2.833645e+08	-2.330039e+07
7.879193e+03	-4.455082e+03
1.187051e+06	-2.300105e+05
3.402823e+38	3.402823e+38
7.444626e+05	-8.406872e+04
3.402823e+38	3.402823e+38
2.020347e+03	-6.634648e+02
1.197229e+07	-3.091373e+06
6.185657e+02	-1.427746e+03
2.048874e+06	-6.025627e+05
7.591152e+06	-7.002654e+05
3.291815e+03	-1.212411e+03
6.598983e+04	-3.417413e+04
6.935623e+02	-9.910755e+02
2.519244e+04	-9.283367e+03
8.941655e+03	-3.155026e+03
1.438752e+08	-4.101586e+07
3.728702e+03	-1.078490e+03
4.753866e+03	-1.450171e+05
3.122621e+06	-1.598829e+06
2.131505e+06	-2.799361e+05
5.925987e+03	-5.118224e+03
1.928962e+05	-6.057609e+05
2.170606e+03	-9.336791e+02
1.177978e+04	-5.291269e+03
5.961696e+07	-1.068383e+07
2.089624e+03	-2.293344e+04
