# This file contains the data of final population
# of objectives = 3, # of constraints = 0, # of real_var = 4, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
0.000000e+00	0.000000e+00	-1.256624e-01	1.154199e+00	8.000000e-01	2.000000e+00	8.166751e-01	0.000000e+00	1	1.000000e+14
0.000000e+00	0.000000e+00	-1.256624e-01	1.154199e+00	8.000000e-01	2.000000e+00	8.166751e-01	0.000000e+00	1	1.000000e+14
8.002507e+02	1.215621e+03	-7.437183e+00	8.000003e-01	1.649237e+00	2.000000e+00	1.885714e+00	0.000000e+00	1	1.000000e+14
7.585473e+01	2.708063e+02	-2.009399e+00	1.685730e+00	8.001561e-01	1.999126e+00	1.813195e+00	0.000000e+00	1	5.716071e-02
7.367202e+01	4.189560e+02	-7.853955e-01	8.187759e-01	8.000228e-01	1.555224e+00	1.186562e+00	0.000000e+00	1	5.712990e-02
3.720151e+02	1.742882e+02	-5.309223e+00	8.000000e-01	1.358503e+00	2.000000e+00	1.938852e+00	0.000000e+00	1	4.912157e-02
4.631448e+01	7.297469e+02	-2.821193e-01	8.000000e-01	8.000000e-01	1.509459e+00	9.264652e-01	0.000000e+00	1	2.069311e-02
0.000000e+00	0.000000e+00	-1.256624e-01	1.154199e+00	8.000000e-01	2.000000e+00	8.166751e-01	0.000000e+00	1	1.929166e-02
7.394817e+01	4.187815e+02	-7.830003e-01	8.014815e-01	8.020535e-01	1.555224e+00	1.186562e+00	0.000000e+00	1	1.549423e-02
6.673829e+01	5.108943e+02	-5.026476e-01	8.482860e-01	8.035163e-01	1.740252e+00	1.267658e+00	0.000000e+00	1	1.435006e-02
5.237390e+02	1.854020e+02	-6.157523e+00	8.000004e-01	1.501309e+00	2.000000e+00	1.894876e+00	0.000000e+00	1	1.260955e-02
4.870627e+01	6.849684e+02	-2.813649e-01	8.184441e-01	8.003977e-01	1.662204e+00	1.086569e+00	0.000000e+00	1	1.074453e-02
5.481480e+02	2.036718e+02	-6.157964e+00	8.000000e-01	1.501256e+00	2.000000e+00	1.894752e+00	0.000000e+00	1	1.064936e-02
6.873273e+02	2.265888e+02	-7.067406e+00	8.012331e-01	1.611162e+00	2.000000e+00	1.885519e+00	0.000000e+00	1	1.040655e-02
6.445688e+01	5.368419e+02	-4.795744e-01	8.014694e-01	8.006835e-01	1.655965e+00	1.179790e+00	0.000000e+00	1	1.021356e-02
5.570183e+01	6.826814e+02	-2.827109e-01	1.106581e+00	8.124556e-01	1.907351e+00	1.280451e+00	0.000000e+00	1	9.628899e-03
7.082104e+02	2.391988e+02	-7.067685e+00	8.000555e-01	1.621048e+00	2.000000e+00	1.874662e+00	0.000000e+00	1	9.256855e-03
3.895157e+02	1.941474e+02	-5.310059e+00	8.000001e-01	1.358571e+00	1.999993e+00	1.938673e+00	0.000000e+00	1	7.947679e-03
3.752011e+02	1.745260e+02	-5.309293e+00	8.000291e-01	1.361673e+00	1.999836e+00	1.935171e+00	0.000000e+00	1	7.487570e-03
1.858147e+02	2.333809e+02	-3.383361e+00	8.193371e-01	1.062974e+00	1.757140e+00	1.734629e+00	0.000000e+00	1	7.163523e-03
0.000000e+00	0.000000e+00	-1.256624e-01	1.154199e+00	8.000000e-01	2.000000e+00	8.166751e-01	0.000000e+00	1	7.098501e-03
6.683315e+02	2.194498e+02	-6.956673e+00	8.000001e-01	1.598587e+00	1.999999e+00	1.885576e+00	0.000000e+00	1	6.474409e-03
7.923529e+02	8.366503e+02	-7.406162e+00	8.052478e-01	1.647496e+00	2.000000e+00	1.884949e+00	0.000000e+00	1	6.339978e-03
5.885818e+02	2.050756e+02	-6.428942e+00	8.000013e-01	1.536580e+00	2.000000e+00	1.889957e+00	0.000000e+00	1	6.254518e-03
5.942268e+02	2.055729e+02	-6.463103e+00	8.000406e-01	1.541092e+00	2.000000e+00	1.889755e+00	0.000000e+00	1	5.970315e-03
6.054143e+02	2.067088e+02	-6.541759e+00	8.000000e-01	1.550517e+00	2.000000e+00	1.888595e+00	0.000000e+00	1	5.915924e-03
7.814674e+02	9.270617e+02	-7.373883e+00	8.000000e-01	1.642832e+00	2.000000e+00	1.885520e+00	0.000000e+00	1	5.719871e-03
5.618056e+02	2.038127e+02	-6.238494e+00	8.000115e-01	1.512827e+00	2.000000e+00	1.893859e+00	0.000000e+00	1	5.717292e-03
6.685967e+01	5.107396e+02	-5.023756e-01	8.004983e-01	8.099488e-01	1.713822e+00	1.240805e+00	0.000000e+00	1	5.540932e-03
3.407502e+02	1.779351e+02	-5.159915e+00	8.000001e-01	1.319725e+00	2.000000e+00	1.960132e+00	0.000000e+00	1	5.466384e-03
2.435144e+02	2.045542e+02	-4.171599e+00	8.003108e-01	1.173183e+00	1.891298e+00	1.869087e+00	0.000000e+00	1	5.427545e-03
3.362506e+02	1.786251e+02	-5.140278e+00	8.000000e-01	1.314092e+00	1.999999e+00	1.963255e+00	0.000000e+00	1	5.207662e-03
5.003491e+02	1.852433e+02	-5.982659e+00	8.000000e-01	1.477591e+00	2.000000e+00	1.900177e+00	0.000000e+00	1	5.158323e-03
7.949575e+02	9.075978e+02	-7.412850e+00	8.025748e-01	1.648443e+00	1.999816e+00	1.885333e+00	0.000000e+00	1	5.125767e-03
7.910281e+02	8.975830e+02	-7.407498e+00	8.000142e-01	1.646932e+00	1.997642e+00	1.882548e+00	0.000000e+00	1	5.090459e-03
8.083554e+01	3.956785e+02	-2.033264e+00	1.798226e+00	8.054833e-01	1.999910e+00	1.785293e+00	0.000000e+00	1	5.013326e-03
2.918868e+02	2.018510e+02	-4.706964e+00	8.000414e-01	1.243510e+00	2.000000e+00	1.979418e+00	0.000000e+00	1	4.976183e-03
9.232233e+01	2.863016e+02	-2.260574e+00	1.687421e+00	8.483782e-01	1.999989e+00	1.813195e+00	0.000000e+00	1	4.961177e-03
7.314417e+01	4.334408e+02	-7.850673e-01	8.000000e-01	8.000000e-01	1.483852e+00	1.114116e+00	0.000000e+00	1	4.932310e-03
1.981506e+02	2.120063e+02	-3.618595e+00	8.000015e-01	1.094273e+00	1.840627e+00	1.817992e+00	0.000000e+00	1	4.888975e-03
2.408514e+02	2.076825e+02	-4.122735e+00	8.064124e-01	1.166969e+00	1.892869e+00	1.870026e+00	0.000000e+00	1	4.867411e-03
